A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,decision
0.001194,AODV,84,0,28,3,3000,Route Reply,100,15,51,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.000954,AODV,84,0,28,2,3000,Route Reply,100,12,50,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.000914,AODV,84,0,28,3,3000,Route Reply,100,16,52,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.000871,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,12,51,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.00077,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,17,52,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.003642,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,11,48,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.000994,AODV,84,0,28,2,3000,Route Reply,100,17,53,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.00131,AODV,84,0,28,4,2985,Route Reply,100,12,54,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,18,49,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.001014,AODV,84,0,28,4,3000,Route Reply,100,18,50,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.000954,AODV,84,0,28,2,3000,Route Reply,100,19,48,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.000914,AODV,84,0,28,3,3000,Route Reply,100,15,54,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.003714,AODV,84,0,28,4,2970,Route Reply,100,19,49,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.000914,AODV,84,0,28,5,2970,Route Reply,100,15,55,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.00244,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,20,50,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.000914,AODV,84,0,28,4,2975,Route Reply,0,16,58,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.000914,AODV,84,0,28,5,2975,Route Reply,0,18,52,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.001014,AODV,84,0,28,4,2993,Route Reply,0,14,59,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.000354,AODV,84,0,28,5,2993,Route Reply,0,13,52,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.001312,AODV,84,0,28,3,3000,Route Reply,100,19,60,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.000914,AODV,84,0,28,4,3000,Route Reply,100,20,53,1,0,10,15,6.7,1,2.69,8,11.94,normal
0.014659,AODV,84,0,28,0,0,Route Error,"1,0",15,67,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.007021,AODV,84,0,28,0,0,Route Error,"1,0",15,72,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.001472,AODV,84,0,28,0,0,Route Error,1100,4,65,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.0058,AODV,76,0,20,0,0,Route Error,1,15,74,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.004222,AODV,84,0,28,0,0,Route Error,"1,0",11,66,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.00009,AODV,92,0,36,0,0,Route Error,"1,1,0",13,67,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.003308,AODV,76,0,20,0,0,Route Error,0,11,77,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.001767,AODV,76,0,20,0,0,Route Error,0,23,102,2,0,10,15,6.7,1,2.69,8,11.94,normal
0.916453,AODV,88,10240,32,2,0,Route Request,0,7,40,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001166,AODV,88,10240,32,2,0,Route Request,0,4,40,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.002834,AODV,88,10240,32,3,0,Route Request,0,8,40,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.004896,AODV,88,10240,32,3,0,Route Request,0,1,40,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.004897,AODV,88,10240,32,4,0,Route Request,0,5,40,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001147,AODV,88,10240,32,1,0,Route Request,0,1,41,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001139,AODV,88,10240,32,1,0,Route Request,0,4,41,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.003557,AODV,88,10240,32,1,0,Route Request,0,5,41,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.00023,AODV,88,10240,32,2,0,Route Request,0,8,41,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001512,AODV,88,10240,32,2,0,Route Request,0,8,42,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.003793,AODV,88,10240,32,3,0,Route Request,0,1,42,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000947,AODV,88,10240,32,3,0,Route Request,0,9,42,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001098,AODV,88,10240,32,2,0,Route Request,0,8,43,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000947,AODV,88,10240,32,3,0,Route Request,0,1,43,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000915,AODV,88,10240,32,3,0,Route Request,0,5,45,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,12,47,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.002678,AODV,88,10240,32,2,0,Route Request,0,4,42,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001087,AODV,88,10240,32,1,0,Route Request,0,7,42,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001922,AODV,84,0,28,2,3000,Route Reply,100,12,48,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001392,AODV,88,10240,32,3,0,Route Request,0,4,43,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001212,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,13,49,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.00085,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,13,50,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.001365,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,13,51,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.001321,AODV,88,10240,32,3,0,Route Request,0,9,43,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.00198,AODV,84,0,28,2,3000,Route Reply,100,12,52,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.002948,AODV,84,0,28,3,3000,Route Reply,100,14,48,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000986,AODV,88,10240,32,1,0,Route Request,0,7,43,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.00079,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,15,48,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.001381,AODV,88,10240,32,3,0,Route Request,0,7,44,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001025,AODV,84,0,28,3,3000,Route Reply,100,14,48,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000934,AODV,84,0,28,4,3000,Route Reply,100,15,49,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,14,50,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000634,AODV,84,0,28,3,3000,Route Reply,100,12,51,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000914,AODV,84,0,28,4,3000,Route Reply,100,13,54,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000354,AODV,84,0,28,3,3000,Route Reply,100,16,52,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.005598,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,17,48,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,18,49,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001015,AODV,84,0,28,4,3000,Route Reply,100,18,50,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000954,AODV,84,0,28,2,3000,Route Reply,100,19,48,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000354,AODV,84,0,28,3,3000,Route Reply,100,12,54,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000914,AODV,84,0,28,4,3000,Route Reply,100,13,55,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.002484,AODV,84,0,28,4,2970,Route Reply,100,19,49,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000354,AODV,84,0,28,5,2970,Route Reply,100,12,55,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000914,AODV,84,0,28,6,2970,Route Reply,100,13,56,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001211,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,20,50,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.000914,AODV,84,0,28,3,2975,Route Reply,0,12,59,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000754,AODV,84,0,28,4,2975,Route Reply,0,16,58,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000914,AODV,84,0,28,5,2975,Route Reply,0,18,52,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000995,AODV,84,0,28,3,2993,Route Reply,0,12,60,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000454,AODV,84,0,28,4,2993,Route Reply,0,14,59,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000914,AODV,84,0,28,5,2993,Route Reply,0,15,52,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.001726,AODV,84,0,28,3,3000,Route Reply,100,19,60,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.000914,AODV,84,0,28,4,3000,Route Reply,100,20,53,1,0,5,18,12.4,2,2.91,9,14.52,normal
0.977261,AODV,84,0,28,0,0,Route Error,"1,0",12,67,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.00085,AODV,76,0,20,0,0,Route Error,1,13,67,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.004901,AODV,84,0,28,0,0,Route Error,"1,0",12,72,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.000926,AODV,76,0,20,0,0,Route Error,1,13,72,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.003722,AODV,84,0,28,0,0,Route Error,1100,4,65,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.003081,AODV,76,0,20,0,0,Route Error,1,12,74,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.005486,AODV,76,0,20,0,0,Route Error,1,13,74,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.002856,AODV,84,0,28,0,0,Route Error,"1,0",12,79,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.000882,AODV,76,0,20,0,0,Route Error,1,13,79,2,0,5,18,12.4,2,2.91,9,14.52,normal
0.00198,AODV,84,16384,28,1,3000,Route Reply,100,12,41,1,0,9,10,6.67,1,2.41,6,10,attack
0.001621,AODV,88,10240,32,1,0,Route Request,0,0,40,1,0,9,10,6.67,1,2.41,6,10,normal
0.001126,AODV,88,10240,32,0,0,Route Request,0,11,42,0,0,9,10,6.67,1,2.41,6,10,attack
0.001006,AODV,88,10240,32,2,0,Route Request,0,7,40,1,0,9,10,6.67,1,2.41,6,10,normal
0.001167,AODV,88,10240,32,2,0,Route Request,0,5,40,1,0,9,10,6.67,1,2.41,6,10,normal
0.000967,AODV,88,10240,32,1,0,Route Request,0,0,41,1,0,9,10,6.67,1,2.41,6,10,normal
0.00234,AODV,88,10240,32,0,0,Route Request,0,6,41,0,0,9,10,6.67,1,2.41,6,10,attack
0.002853,AODV,88,10240,32,3,0,Route Request,0,2,40,1,0,9,10,6.67,1,2.41,6,10,normal
0.006044,AODV,88,10240,32,1,0,Route Request,0,2,41,1,0,9,10,6.67,1,2.41,6,10,normal
0.000242,AODV,88,10240,32,1,0,Route Request,0,1,41,1,0,9,10,6.67,1,2.41,6,10,normal
0.00021,AODV,88,10240,32,1,0,Route Request,0,1,42,1,0,9,10,6.67,1,2.41,6,10,normal
0.001852,AODV,88,10240,32,3,0,Route Request,0,2,42,1,0,9,10,6.67,1,2.41,6,10,normal
0.00009,AODV,88,10240,32,2,0,Route Request,0,1,43,1,0,9,10,6.67,1,2.41,6,10,normal
0.001851,AODV,88,10240,32,2,0,Route Request,0,0,42,1,0,9,10,6.67,1,2.41,6,10,normal
0.001401,AODV,88,10240,32,3,0,Route Request,0,9,42,1,0,9,10,6.67,1,2.41,6,10,normal
0.001007,AODV,88,10240,32,1,0,Route Request,0,4,41,1,0,9,10,6.67,1,2.41,6,10,normal
0.001835,AODV,88,10240,32,3,0,Route Request,0,2,43,1,0,9,10,6.67,1,2.41,6,10,normal
0.000914,AODV,84,16384,28,1,3000,Route Reply,100,13,44,1,0,9,10,6.67,1,2.41,6,10,attack
0.001179,AODV,88,10240,32,1,0,Route Request,0,4,42,1,0,9,10,6.67,1,2.41,6,10,normal
0.000968,AODV,88,10240,32,2,0,Route Request,0,5,42,1,0,9,10,6.67,1,2.41,6,10,normal
0.001086,AODV,88,10240,32,1,0,Route Request,0,7,42,1,0,9,10,6.67,1,2.41,6,10,normal
0.000914,AODV,84,16384,28,1,3000,Route Reply,100,14,46,1,0,9,10,6.67,1,2.41,6,10,attack
0.001292,AODV,88,10240,32,3,0,Route Request,0,5,43,1,0,9,10,6.67,1,2.41,6,10,normal
0.004124,AODV,84,16384,28,1,3000,Route Reply,100,15,46,1,0,9,10,6.67,1,2.41,6,10,attack
0.001427,AODV,88,10240,32,3,0,Route Request,0,9,43,1,0,9,10,6.67,1,2.41,6,10,normal
0.001889,AODV,84,16384,28,1,3000,Route Reply,100,16,47,1,0,9,10,6.67,1,2.41,6,10,attack
0.00126,AODV,88,10240,32,4,0,Route Request,0,4,43,1,0,9,10,6.67,1,2.41,6,10,normal
0.00023,AODV,88,10240,32,4,0,Route Request,0,1,46,1,0,9,10,6.67,1,2.41,6,10,normal
0.000986,AODV,88,10240,32,1,0,Route Request,0,7,43,1,0,9,10,6.67,1,2.41,6,10,normal
0.00079,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,16,48,2,0,9,10,6.67,1,2.41,6,10,normal
0.001067,AODV,88,10240,32,3,0,Route Request,0,7,44,1,0,9,10,6.67,1,2.41,6,10,normal
0.000934,AODV,84,0,28,4,3000,Route Reply,100,16,49,1,0,9,10,6.67,1,2.41,6,10,normal
0.001619,AODV,84,0,28,3,2985,Route Reply,100,17,47,1,0,9,10,6.67,1,2.41,6,10,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,18,50,1,0,9,10,6.67,1,2.41,6,10,normal
0.00009,AODV,84,0,28,2,3000,Route Reply,100,15,50,1,0,9,10,6.67,1,2.41,6,10,normal
0.000914,AODV,84,16384,28,1,3000,Route Reply,100,19,49,1,0,9,10,6.67,1,2.41,6,10,attack
0.00015,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,15,51,2,0,9,10,6.67,1,2.41,6,10,normal
0.00005,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,14,52,2,0,9,10,6.67,1,2.41,6,10,normal
0.000974,AODV,84,0,28,4,5279,Route Reply,1,20,48,1,0,9,10,6.67,1,2.41,6,10,normal
0.00081,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,13,48,2,0,9,10,6.67,1,2.41,6,10,normal
0.00013,AODV,84,0,28,2,3000,Route Reply,100,14,53,1,0,9,10,6.67,1,2.41,6,10,normal
0.00013,AODV,84,0,28,4,2985,Route Reply,100,15,54,1,0,9,10,6.67,1,2.41,6,10,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,21,49,1,0,9,10,6.67,1,2.41,6,10,normal
0.001034,AODV,84,0,28,3,2970,Route Reply,100,22,50,1,0,9,10,6.67,1,2.41,6,10,normal
0.001014,AODV,84,0,28,4,3000,Route Reply,100,21,50,1,0,9,10,6.67,1,2.41,6,10,normal
0.000954,AODV,84,0,28,2,3000,Route Reply,100,23,48,1,0,9,10,6.67,1,2.41,6,10,normal
0.002323,AODV,84,0,28,3,3000,Route Reply,100,20,51,1,0,9,10,6.67,1,2.41,6,10,normal
0.001229,AODV,84,0,28,5,3000,Route Reply,100,20,52,1,0,9,10,6.67,1,2.41,6,10,normal
0.00139,AODV,84,0,28,4,2970,Route Reply,100,23,49,1,0,9,10,6.67,1,2.41,6,10,normal
0.003668,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,19,50,2,0,9,10,6.67,1,2.41,6,10,normal
0.000914,AODV,84,0,28,5,2975,Route Reply,0,21,52,1,0,9,10,6.67,1,2.41,6,10,normal
0.000914,AODV,84,0,28,6,2975,Route Reply,0,20,54,1,0,9,10,6.67,1,2.41,6,10,normal
0.000914,AODV,84,0,28,5,2993,Route Reply,0,16,52,1,0,9,10,6.67,1,2.41,6,10,normal
0.000914,AODV,84,0,28,4,3000,Route Reply,100,19,53,1,0,9,10,6.67,1,2.41,6,10,normal
0.001473,AODV,84,0,28,0,0,Route Error,1100,5,65,2,0,9,10,6.67,1,2.41,6,10,normal
0.003356,AODV,84,0,28,0,0,Route Error,"1,0",13,66,2,0,9,10,6.67,1,2.41,6,10,normal
0.002074,AODV,92,0,36,0,0,Route Error,"1,1,0",16,67,2,0,9,10,6.67,1,2.41,6,10,normal
0.007276,AODV,84,0,28,0,0,Route Error,"1,0",20,70,2,0,9,10,6.67,1,2.41,6,10,normal
0.002486,AODV,76,0,20,0,0,Route Error,1,12,70,2,0,9,10,6.67,1,2.41,6,10,normal
0.003308,AODV,76,0,20,0,0,Route Error,0,13,77,2,0,9,10,6.67,1,2.41,6,10,normal
0.906032,AODV,88,10240,32,0,0,Route Request,0,8,40,0,0,6,11,9,4,2.49,3,5.56,normal
0.001114,AODV,84,16384,28,1,3000,Route Reply,100,10,41,1,0,6,11,9,4,2.49,3,5.56,attack
0.00041,AODV,88,10240,32,1,0,Route Request,0,0,40,1,0,6,11,9,4,2.49,3,5.56,normal
0.002022,AODV,88,10240,32,0,0,Route Request,0,6,42,0,0,6,11,9,4,2.49,3,5.56,attack
0.001008,AODV,88,10240,32,2,0,Route Request,0,7,40,1,0,6,11,9,4,2.49,3,5.56,normal
0.001166,AODV,88,10240,32,2,0,Route Request,0,4,40,1,0,6,11,9,4,2.49,3,5.56,normal
0.00007,AODV,88,10240,32,1,0,Route Request,0,0,41,1,0,6,11,9,4,2.49,3,5.56,normal
0.00133,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,10,43,2,0,6,11,9,4,2.49,3,5.56,normal
0.009154,UDP,1104,0,1048,0,0,0,0,11,44,2,0,6,11,9,4,2.49,3,5.56,normal
0.000947,AODV,88,10240,32,2,0,Route Request,0,3,40,1,0,6,11,9,4,2.49,3,5.56,normal
0.009076,UDP,1104,0,1048,0,0,0,0,11,45,2,0,6,11,9,4,2.49,3,5.56,normal
0.002366,AODV,88,10240,32,1,0,Route Request,0,1,42,1,0,6,11,9,4,2.49,3,5.56,normal
0.001941,AODV,88,10240,32,2,0,Route Request,0,1,43,1,0,6,11,9,4,2.49,3,5.56,normal
0.000059,AODV,88,10240,32,2,0,Route Request,0,0,42,1,0,6,11,9,4,2.49,3,5.56,normal
0.001811,AODV,84,0,28,3,5359,Route Reply,1,10,46,1,0,6,11,9,4,2.49,3,5.56,normal
0.001179,AODV,88,10240,32,1,0,Route Request,0,3,41,1,0,6,11,9,4,2.49,3,5.56,normal
0.000914,AODV,84,0,28,2,2985,Route Reply,100,12,48,1,0,6,11,9,4,2.49,3,5.56,normal
0.00118,AODV,88,10240,32,1,0,Route Request,0,3,42,1,0,6,11,9,4,2.49,3,5.56,normal
0.00275,AODV,88,10240,32,2,0,Route Request,0,4,42,1,0,6,11,9,4,2.49,3,5.56,normal
0.001087,AODV,88,10240,32,1,0,Route Request,0,7,42,1,0,6,11,9,4,2.49,3,5.56,normal
0.000914,AODV,84,16384,28,1,3000,Route Reply,100,13,46,1,0,6,11,9,4,2.49,3,5.56,attack
0.000987,AODV,88,10240,32,3,0,Route Request,0,4,43,1,0,6,11,9,4,2.49,3,5.56,normal
0.010359,UDP,1104,0,1048,0,0,0,0,11,49,2,0,6,11,9,4,2.49,3,5.56,normal
0.001261,AODV,88,10240,32,4,0,Route Request,0,3,43,1,0,6,11,9,4,2.49,3,5.56,normal
0.001127,AODV,88,10240,32,4,0,Route Request,0,1,46,1,0,6,11,9,4,2.49,3,5.56,normal
0.003253,AODV,88,10240,32,1,0,Route Request,0,7,43,1,0,6,11,9,4,2.49,3,5.56,normal
0.002171,AODV,88,10240,32,3,0,Route Request,0,7,44,1,0,6,11,9,4,2.49,3,5.56,normal
0.00138,AODV,84,0,28,3,2985,Route Reply,100,14,47,1,0,6,11,9,4,2.49,3,5.56,normal
0.00045,AODV,84,0,28,3,2985,Route Reply,100,14,47,1,0,6,11,9,4,2.49,3,5.56,normal
0.009495,UDP,1104,0,1048,0,0,0,0,11,51,2,0,6,11,9,4,2.49,3,5.56,normal
0.000955,AODV,84,0,28,2,3000,Route Reply,100,15,50,1,0,6,11,9,4,2.49,3,5.56,normal
0.000914,AODV,84,16384,28,1,3000,Route Reply,100,16,49,1,0,6,11,9,4,2.49,3,5.56,attack
0.000871,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,15,51,2,0,6,11,9,4,2.49,3,5.56,normal
0.001084,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,13,52,2,0,6,11,9,4,2.49,3,5.56,normal
0.00011,AODV,84,0,28,4,5279,Route Reply,1,12,48,1,0,6,11,9,4,2.49,3,5.56,normal
0.000914,AODV,84,0,28,5,5279,Route Reply,1,10,52,1,0,6,11,9,4,2.49,3,5.56,normal
0.000812,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,17,48,2,0,6,11,9,4,2.49,3,5.56,normal
0.001308,AODV,84,0,28,2,3000,Route Reply,100,13,53,1,0,6,11,9,4,2.49,3,5.56,normal
0.000995,AODV,84,0,28,4,2985,Route Reply,100,15,54,1,0,6,11,9,4,2.49,3,5.56,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,18,49,1,0,6,11,9,4,2.49,3,5.56,normal
0.000474,AODV,84,0,28,3,2970,Route Reply,100,19,50,1,0,6,11,9,4,2.49,3,5.56,normal
0.001015,AODV,84,0,28,4,3000,Route Reply,100,18,50,1,0,6,11,9,4,2.49,3,5.56,normal
0.009379,UDP,1104,0,1048,0,0,0,0,11,53,2,0,6,11,9,4,2.49,3,5.56,normal
0.000954,AODV,84,0,28,2,3000,Route Reply,100,20,48,1,0,6,11,9,4,2.49,3,5.56,normal
0.001459,AODV,84,0,28,3,3000,Route Reply,100,12,51,1,0,6,11,9,4,2.49,3,5.56,normal
0.00005,AODV,84,0,28,5,3000,Route Reply,100,12,52,1,0,6,11,9,4,2.49,3,5.56,normal
0.001076,AODV,84,0,28,4,2970,Route Reply,100,20,49,1,0,6,11,9,4,2.49,3,5.56,normal
0.003668,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,16,50,2,0,6,11,9,4,2.49,3,5.56,normal
0.000914,AODV,84,0,28,5,2975,Route Reply,0,18,52,1,0,6,11,9,4,2.49,3,5.56,normal
0.000354,AODV,84,0,28,6,2975,Route Reply,0,12,54,1,0,6,11,9,4,2.49,3,5.56,normal
0.000914,AODV,84,0,28,4,3000,Route Reply,100,16,53,1,0,6,11,9,4,2.49,3,5.56,normal
0.001472,AODV,84,0,28,0,0,Route Error,1100,4,65,2,0,6,11,9,4,2.49,3,5.56,normal
0.005548,AODV,84,0,28,0,0,Route Error,"1,0",12,70,2,0,6,11,9,4,2.49,3,5.56,normal
0.002486,AODV,76,0,20,0,0,Route Error,1,10,70,2,0,6,11,9,4,2.49,3,5.56,normal
0.001115,AODV,84,16384,28,1,3000,Route Reply,100,12,41,1,0,9,12,7.67,2,2.57,4,5.8,attack
0.001621,AODV,88,10240,32,1,0,Route Request,0,0,40,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001126,AODV,88,10240,32,0,0,Route Request,0,11,42,0,0,9,12,7.67,2,2.57,4,5.8,attack
0.00011,AODV,88,10240,32,2,0,Route Request,0,7,40,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.002063,AODV,88,10240,32,2,0,Route Request,0,5,40,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000967,AODV,88,10240,32,1,0,Route Request,0,0,41,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001192,AODV,88,10240,32,3,0,Route Request,0,8,40,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001147,AODV,88,10240,32,0,0,Route Request,0,6,41,0,0,9,12,7.67,2,2.57,4,5.8,attack
0.002852,AODV,88,10240,32,3,0,Route Request,0,2,40,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.006044,AODV,88,10240,32,1,0,Route Request,0,2,41,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.005581,AODV,88,10240,32,2,0,Route Request,0,8,41,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.004375,AODV,88,10240,32,2,0,Route Request,0,8,42,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001106,AODV,88,10240,32,1,0,Route Request,0,1,42,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000956,AODV,88,10240,32,3,0,Route Request,0,2,42,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000986,AODV,88,10240,32,2,0,Route Request,0,1,43,1,0,9,12,7.67,2,2.57,4,5.8,normal
