A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,decision
0.000955,AODV,88,10240,32,2,0,Route Request,0,0,42,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001401,AODV,88,10240,32,3,0,Route Request,0,9,42,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001007,AODV,88,10240,32,1,0,Route Request,0,4,41,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000988,AODV,88,10240,32,2,0,Route Request,0,8,43,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001835,AODV,88,10240,32,3,0,Route Request,0,2,43,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000914,AODV,84,16384,28,1,3000,Route Reply,100,13,44,1,0,9,12,7.67,2,2.57,4,5.8,attack
0.00118,AODV,88,10240,32,1,0,Route Request,0,4,42,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000967,AODV,88,10240,32,2,0,Route Request,0,5,42,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.00019,AODV,88,10240,32,1,0,Route Request,0,7,42,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000914,AODV,84,16384,28,1,3000,Route Reply,100,14,46,1,0,9,12,7.67,2,2.57,4,5.8,attack
0.000987,AODV,88,10240,32,3,0,Route Request,0,5,43,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.003349,AODV,84,16384,28,1,3000,Route Reply,100,15,46,1,0,9,12,7.67,2,2.57,4,5.8,attack
0.001123,AODV,88,10240,32,3,0,Route Request,0,9,43,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001095,AODV,84,16384,28,1,3000,Route Reply,100,16,47,1,0,9,12,7.67,2,2.57,4,5.8,attack
0.001261,AODV,88,10240,32,4,0,Route Request,0,4,43,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001126,AODV,88,10240,32,4,0,Route Request,0,1,46,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.00009,AODV,88,10240,32,1,0,Route Request,0,7,43,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001687,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,16,48,2,0,9,12,7.67,2,2.57,4,5.8,normal
0.00017,AODV,88,10240,32,3,0,Route Request,0,7,44,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000996,AODV,84,0,28,3,3000,Route Reply,100,17,48,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000934,AODV,84,0,28,4,3000,Route Reply,100,16,49,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001315,AODV,84,0,28,3,2985,Route Reply,100,18,47,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,17,50,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001194,AODV,84,0,28,3,3000,Route Reply,100,19,51,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001258,AODV,84,0,28,2,3000,Route Reply,100,15,50,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000914,AODV,84,0,28,3,3000,Route Reply,100,20,52,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000914,AODV,84,16384,28,1,3000,Route Reply,100,21,49,1,0,9,12,7.67,2,2.57,4,5.8,attack
0.00087,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,15,51,2,0,9,12,7.67,2,2.57,4,5.8,normal
0.00077,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,14,52,2,0,9,12,7.67,2,2.57,4,5.8,normal
0.000974,AODV,84,0,28,4,5279,Route Reply,1,22,48,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.00009,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,13,48,2,0,9,12,7.67,2,2.57,4,5.8,normal
0.000994,AODV,84,0,28,2,3000,Route Reply,100,14,53,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000994,AODV,84,0,28,4,2985,Route Reply,100,15,54,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000354,AODV,84,0,28,2,3000,Route Reply,100,23,49,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001034,AODV,84,0,28,3,2970,Route Reply,100,24,50,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.00015,AODV,84,0,28,4,3000,Route Reply,100,23,50,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000954,AODV,84,0,28,2,3000,Route Reply,100,25,48,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000914,AODV,84,0,28,3,3000,Route Reply,100,19,54,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001095,AODV,84,0,28,3,3000,Route Reply,100,22,51,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001229,AODV,84,0,28,5,3000,Route Reply,100,22,52,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.00139,AODV,84,0,28,4,2970,Route Reply,100,25,49,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000914,AODV,84,0,28,5,2970,Route Reply,100,19,55,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.00244,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,21,50,2,0,9,12,7.67,2,2.57,4,5.8,normal
0.000914,AODV,84,0,28,4,2975,Route Reply,0,20,58,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000354,AODV,84,0,28,5,2975,Route Reply,0,23,52,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000914,AODV,84,0,28,6,2975,Route Reply,0,22,54,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001096,AODV,84,0,28,4,2993,Route Reply,0,17,59,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000914,AODV,84,0,28,5,2993,Route Reply,0,16,52,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001312,AODV,84,0,28,3,3000,Route Reply,100,25,60,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.000914,AODV,84,0,28,4,3000,Route Reply,100,21,53,1,0,9,12,7.67,2,2.57,4,5.8,normal
0.001473,AODV,84,0,28,0,0,Route Error,1100,5,65,2,0,9,12,7.67,2,2.57,4,5.8,normal
0.002492,AODV,84,0,28,0,0,Route Error,"1,0",13,66,2,0,9,12,7.67,2,2.57,4,5.8,normal
0.001018,AODV,92,0,36,0,0,Route Error,"1,1,0",16,67,2,0,9,12,7.67,2,2.57,4,5.8,normal
0.002509,AODV,76,0,20,0,0,Route Error,0,13,77,2,0,9,12,7.67,2,2.57,4,5.8,normal
0.00234,AODV,88,10240,32,0,0,Route Request,0,2,41,0,0,5,9,4.8,1,2.52,2,8.33,attack
0.00005,AODV,88,10240,32,1,0,Route Request,0,1,40,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.001846,AODV,88,10240,32,1,0,Route Request,0,3,40,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.000956,AODV,88,10240,32,3,0,Route Request,0,9,40,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.001246,AODV,88,10240,32,4,0,Route Request,0,3,41,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.00065,AODV,88,10240,32,4,0,Route Request,0,1,41,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.004148,AODV,88,10240,32,1,0,Route Request,0,9,41,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.001139,AODV,88,10240,32,1,0,Route Request,0,5,41,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.002061,AODV,88,10240,32,3,0,Route Request,0,9,42,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.003342,AODV,88,10240,32,3,0,Route Request,0,5,42,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.003081,AODV,88,10240,32,4,0,Route Request,0,3,42,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.002405,AODV,88,10240,32,3,0,Route Request,0,9,43,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.000914,AODV,84,16384,28,1,3000,Route Reply,100,10,44,1,0,5,9,4.8,1,2.52,2,8.33,attack
0.00005,AODV,88,10240,32,4,0,Route Request,0,1,42,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.002889,AODV,88,10240,32,4,0,Route Request,0,1,43,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.004125,AODV,84,16384,28,1,3000,Route Reply,100,11,46,1,0,5,9,4.8,1,2.52,2,8.33,attack
0.001436,AODV,88,10240,32,3,0,Route Request,0,5,43,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.00189,AODV,84,16384,28,1,3000,Route Reply,100,12,47,1,0,5,9,4.8,1,2.52,2,8.33,attack
0.001776,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,12,48,2,0,5,9,4.8,1,2.52,2,8.33,normal
0.000934,AODV,84,0,28,4,3000,Route Reply,100,12,49,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,13,50,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.000914,AODV,84,0,28,5,2993,Route Reply,0,12,52,1,0,5,9,4.8,1,2.52,2,8.33,normal
0.001019,AODV,92,0,36,0,0,Route Error,"1,1,0",12,67,2,0,5,9,4.8,1,2.52,2,8.33,normal
0.001767,AODV,76,0,20,0,0,Route Error,0,6,102,2,0,5,9,4.8,1,2.52,2,8.33,normal
0.004868,AODV,88,10240,32,2,0,Route Request,0,7,40,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001167,AODV,88,10240,32,2,0,Route Request,0,5,40,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001192,AODV,88,10240,32,3,0,Route Request,0,8,40,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001147,AODV,88,10240,32,0,0,Route Request,0,6,41,0,0,9,15,7.44,3,2.65,7,10.45,attack
0.000947,AODV,88,10240,32,1,0,Route Request,0,3,40,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.00095,AODV,88,10240,32,1,0,Route Request,0,11,40,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000059,AODV,88,10240,32,3,0,Route Request,0,9,40,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.002143,AODV,88,10240,32,4,0,Route Request,0,11,41,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001546,AODV,88,10240,32,4,0,Route Request,0,3,41,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.003251,AODV,88,10240,32,1,0,Route Request,0,2,41,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000243,AODV,88,10240,32,1,0,Route Request,0,9,41,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.005581,AODV,88,10240,32,2,0,Route Request,0,8,41,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.004374,AODV,88,10240,32,2,0,Route Request,0,8,42,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001106,AODV,88,10240,32,1,0,Route Request,0,1,42,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000955,AODV,88,10240,32,3,0,Route Request,0,2,42,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000987,AODV,88,10240,32,2,0,Route Request,0,1,43,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.00146,AODV,88,10240,32,3,0,Route Request,0,9,42,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001903,AODV,88,10240,32,1,0,Route Request,0,4,41,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000987,AODV,88,10240,32,2,0,Route Request,0,8,43,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001087,AODV,88,10240,32,4,0,Route Request,0,11,42,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.002405,AODV,88,10240,32,3,0,Route Request,0,2,43,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000914,AODV,84,16384,28,1,3000,Route Reply,100,12,44,1,0,9,15,7.44,3,2.65,7,10.45,attack
0.000947,AODV,88,10240,32,4,0,Route Request,0,3,42,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001167,AODV,88,10240,32,1,0,Route Request,0,4,42,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000967,AODV,88,10240,32,4,0,Route Request,0,11,43,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000967,AODV,88,10240,32,2,0,Route Request,0,5,42,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001086,AODV,88,10240,32,1,0,Route Request,0,7,42,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001087,AODV,88,10240,32,3,0,Route Request,0,5,43,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.003349,AODV,84,16384,28,1,3000,Route Reply,100,13,46,1,0,9,15,7.44,3,2.65,7,10.45,attack
0.000225,AODV,88,10240,32,3,0,Route Request,0,9,43,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001095,AODV,84,16384,28,1,3000,Route Reply,100,14,47,1,0,9,15,7.44,3,2.65,7,10.45,attack
0.000988,AODV,88,10240,32,4,0,Route Request,0,4,43,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001126,AODV,88,10240,32,4,0,Route Request,0,1,46,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000987,AODV,88,10240,32,1,0,Route Request,0,7,43,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.00079,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,14,48,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.001066,AODV,88,10240,32,3,0,Route Request,0,7,44,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000995,AODV,84,0,28,3,3000,Route Reply,100,15,48,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000934,AODV,84,0,28,4,3000,Route Reply,100,14,49,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,15,50,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001194,AODV,84,0,28,3,3000,Route Reply,100,16,51,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000954,AODV,84,0,28,2,3000,Route Reply,100,13,50,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000914,AODV,84,0,28,3,3000,Route Reply,100,17,52,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000871,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,13,51,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.00077,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,18,52,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.003642,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,12,48,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.000994,AODV,84,0,28,2,3000,Route Reply,100,18,53,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.00131,AODV,84,0,28,4,2985,Route Reply,100,13,54,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,19,49,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001014,AODV,84,0,28,4,3000,Route Reply,100,19,50,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000954,AODV,84,0,28,2,3000,Route Reply,100,20,48,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000914,AODV,84,0,28,3,3000,Route Reply,100,16,54,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.003714,AODV,84,0,28,4,2970,Route Reply,100,20,49,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000914,AODV,84,0,28,5,2970,Route Reply,100,16,55,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.00244,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,21,50,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.000914,AODV,84,0,28,4,2975,Route Reply,0,17,58,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000914,AODV,84,0,28,5,2975,Route Reply,0,19,52,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001014,AODV,84,0,28,4,2993,Route Reply,0,15,59,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000914,AODV,84,0,28,5,2993,Route Reply,0,14,52,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.001312,AODV,84,0,28,3,3000,Route Reply,100,20,60,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.000914,AODV,84,0,28,4,3000,Route Reply,100,21,53,1,0,9,15,7.44,3,2.65,7,10.45,normal
0.014658,AODV,84,0,28,0,0,Route Error,"1,0",16,67,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.007021,AODV,84,0,28,0,0,Route Error,"1,0",16,72,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.001472,AODV,84,0,28,0,0,Route Error,1100,5,65,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.0058,AODV,76,0,20,0,0,Route Error,1,16,74,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.003356,AODV,84,0,28,0,0,Route Error,"1,0",12,66,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.001018,AODV,92,0,36,0,0,Route Error,"1,1,0",14,67,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.003308,AODV,76,0,20,0,0,Route Error,0,12,77,2,0,9,15,7.44,3,2.65,7,10.45,normal
0.00234,AODV,88,10240,32,0,0,Route Request,0,8,41,0,0,6,9,4.33,1,2.52,4,15.38,attack
0.000946,AODV,88,10240,32,1,0,Route Request,0,0,40,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.000054,AODV,88,10240,32,1,0,Route Request,0,1,40,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.001852,AODV,88,10240,32,3,0,Route Request,0,6,40,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.00035,AODV,88,10240,32,4,0,Route Request,0,1,41,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.002442,AODV,88,10240,32,4,0,Route Request,0,0,41,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.003252,AODV,88,10240,32,1,0,Route Request,0,6,41,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.001139,AODV,88,10240,32,1,0,Route Request,0,2,41,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.002061,AODV,88,10240,32,3,0,Route Request,0,6,42,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.003342,AODV,88,10240,32,3,0,Route Request,0,2,42,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.002185,AODV,88,10240,32,4,0,Route Request,0,1,42,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.003301,AODV,88,10240,32,3,0,Route Request,0,6,43,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.000914,AODV,84,16384,28,1,3000,Route Reply,100,9,44,1,0,6,9,4.33,1,2.52,4,15.38,attack
0.000946,AODV,88,10240,32,4,0,Route Request,0,0,42,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.001993,AODV,88,10240,32,4,0,Route Request,0,1,43,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.004125,AODV,84,16384,28,1,3000,Route Reply,100,10,46,1,0,6,9,4.33,1,2.52,4,15.38,attack
0.001436,AODV,88,10240,32,3,0,Route Request,0,2,43,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.00189,AODV,84,16384,28,1,3000,Route Reply,100,11,47,1,0,6,9,4.33,1,2.52,4,15.38,attack
0.001776,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,11,48,2,0,6,9,4.33,1,2.52,4,15.38,normal
0.000934,AODV,84,0,28,4,3000,Route Reply,100,11,49,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,12,50,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.000914,AODV,84,0,28,5,2993,Route Reply,0,11,52,1,0,6,9,4.33,1,2.52,4,15.38,normal
0.003357,AODV,84,0,28,0,0,Route Error,"1,0",9,66,2,0,6,9,4.33,1,2.52,4,15.38,normal
0.001883,AODV,92,0,36,0,0,Route Error,"1,1,0",11,67,2,0,6,9,4.33,1,2.52,4,15.38,normal
0.005174,AODV,76,0,20,0,0,Route Error,0,9,77,2,0,6,9,4.33,1,2.52,4,15.38,normal
0.002631,AODV,76,0,20,0,0,Route Error,0,3,102,2,0,6,9,4.33,1,2.52,4,15.38,normal
0.940246,AODV,88,10240,32,4,0,Route Request,0,7,40,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.004896,AODV,88,10240,32,0,0,Route Request,0,1,40,0,0,3,17,13.67,4,2.61,7,17.07,attack
0.000947,AODV,88,10240,32,1,0,Route Request,0,7,41,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.002142,AODV,88,10240,32,5,0,Route Request,0,5,40,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.000999,AODV,88,10240,32,3,0,Route Request,0,7,43,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.001209,AODV,84,16384,28,1,3000,Route Reply,100,8,42,1,0,3,17,13.67,4,2.61,7,17.07,attack
0.00061,AODV,88,10240,32,1,0,Route Request,0,5,41,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.001812,AODV,84,0,28,2,5439,Route Reply,1,9,42,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.001862,AODV,88,10240,32,3,0,Route Request,0,7,45,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.000128,AODV,88,10240,32,4,0,Route Request,0,5,42,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.001811,AODV,84,0,28,5,5199,Route Reply,1,9,45,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.000914,AODV,84,0,28,2,3000,Route Reply,100,10,47,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.002101,AODV,84,16384,28,1,3000,Route Reply,100,8,43,1,0,3,17,13.67,4,2.61,7,17.07,attack
0.000455,AODV,88,10240,32,4,0,Route Request,0,5,43,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.001812,AODV,84,0,28,5,5199,Route Reply,1,9,46,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.00105,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,8,49,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.002068,AODV,84,16384,28,1,3000,Route Reply,100,8,46,1,0,3,17,13.67,4,2.61,7,17.07,attack
0.00085,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,8,50,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.001051,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,8,51,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.003077,AODV,84,0,28,2,3000,Route Reply,100,10,52,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.000914,AODV,84,0,28,4,3000,Route Reply,100,8,54,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.000914,AODV,84,0,28,4,3000,Route Reply,100,8,55,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.000914,AODV,84,0,28,6,2970,Route Reply,100,8,56,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.001014,AODV,84,16384,28,1,2975,Route Reply,0,11,48,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.001599,AODV,84,16384,28,1,2994,Route Reply,0,11,49,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.00132,AODV,84,16384,28,1,2993,Route Reply,0,11,50,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.000454,AODV,84,0,28,2,2994,Route Reply,0,12,47,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.000514,AODV,84,0,28,2,2975,Route Reply,0,13,49,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.000914,AODV,84,0,28,3,2975,Route Reply,0,10,59,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.002594,AODV,84,0,28,2,2993,Route Reply,0,13,50,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.000914,AODV,84,0,28,3,2993,Route Reply,0,10,60,1,0,3,17,13.67,4,2.61,7,17.07,normal
0.001879,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,11,51,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.000911,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,11,52,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.000885,AODV,66,0,10,0,0,Route Reply Acknowledgment,0,11,53,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.00085,AODV,76,0,20,0,0,Route Error,1,8,67,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.04068,AODV,76,0,20,0,0,Route Error,0,11,60,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.00099,AODV,76,0,20,0,0,Route Error,0,5,62,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.001065,AODV,100,0,44,0,0,Route Error,"1,1,1,0",11,65,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.007562,AODV,76,0,20,0,0,Route Error,0,8,102,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.005695,AODV,76,0,20,0,0,Route Error,0,8,111,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.000965,AODV,76,0,20,0,0,Route Error,0,5,102,2,0,3,17,13.67,4,2.61,7,17.07,normal
0.001214,AODV,84,0,28,6,5119,Route Reply,1,3,41,1,0,0,7,7,7,3,0,0,normal
0.003721,AODV,84,0,28,2,5439,Route Reply,1,3,42,1,0,0,7,7,7,3,0,0,normal
0.003766,AODV,84,0,28,5,5199,Route Reply,1,3,45,1,0,0,7,7,7,3,0,0,normal
0.009129,AODV,84,0,28,5,5199,Route Reply,1,3,46,1,0,0,7,7,7,3,0,0,normal
0.001014,AODV,84,16384,28,1,2975,Route Reply,0,4,48,1,0,0,7,7,7,3,0,0,normal
0.001609,AODV,84,16384,28,1,2994,Route Reply,0,4,49,1,0,0,7,7,7,3,0,0,normal
0.00133,AODV,84,16384,28,1,2993,Route Reply,0,4,50,1,0,0,7,7,7,3,0,0,normal
